tweet,sentiment
"I just saw 22nd of June and it make me think of Jenny  I miss her so much  ...","worry"
"@kellychiello i know  but the weathers clearing and suppose to be nice sat and sun","relief"
"@jamie_oliver ohhhhh i was busy and didnt see this again...","worry"
"@nuno_salvaterra Argh. Totally right","neutral"
"Yesterday and today was my weekend....back to work 2moro!","fun"
"It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters","sadness"
"and because I wasnt having a bad enough time last night my body decided it wanted to be sick","surprise"
"@BiGVixXen Like double posting on twitter?  )  lol.  Not me","surprise"
"@AmyMonzon LOL freakinggg I worse a lookse shirt and shorts and sandals and it looks like its gonna rain outside  boo yahoo wearther","worry"
"@michellej They dont let the queer boys donate blood.","worry"
"Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.","neutral"
"Had drums","sadness"
"@marebear521 its open now??? Its so good!!! But didnt agree w/me","love"
"@jeremy6d ditching out again?  you will be missed. I wish my ruby boys would represent.","worry"
"5 and a half more hours of work  I wish I had something to do..","neutral"
"@christa42 you mean the post concert blues ) *lol*  Well","happiness"
"its freezing cold! i cant function right in this type of weather. starving to the max","sadness"
"Legs are hurting because I was standing up all day.","sadness"
"wants to set up a coffee shop","worry"
"Ok I might be a lil slow what does &quotFF#&quot mean?!  http://myloc.me/1Zx6","neutral"
"@tommcfly Im running out of things to say","surprise"
"LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx","happiness"
"@wmdev Every time I succeed with a code","anger"
"@msignorile  Weather sucks up here","sadness"
"@lettucegirl I love to! But Im only available from 5pm.  and where dear? Would love to help @maecy convert her vids.????","neutral"
"@jun6lee Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons","neutral"
"@kingstonpaul Damn! I wish I were going! Found out too late to get wranglers for my kids and @bobalert.  I miss #mountainjam every year!","surprise"
"@30SECONDSTOMARS ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now","surprise"
"Just found out my baby cousin is gonna be a dad!!!! At least hes married already. Everybody is getting married and having kids before me","happiness"
"Had the hottest and stressiest day at work  f the area manager. So happy to be going home!","hate"
"tweeting from ally court for the last time.... its a sad sad moment","worry"
"@Devotfeige man that sucks.","hate"
"@CcoK99 I cant take any chances on them being sold out","worry"
"Sick  Right now very thankful for my chicken soup and my bed!","love"
"had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now im bored..","happiness"
"@jasminepotts hahahaa i was sitting outside from 2-4 and then came in for a bit haha was out a while ago but dads cutting the grass now","surprise"
"The portuguese national library could use it also. Right now they seem to be stuck somewhere circa 1995. Example http://u.nu/7y68","neutral"
"Nobody ever @mandagh s   makes me sad","happiness"
"Just came back from watching Terminator Salvation @ Cathay. Its so-so only","worry"
"Dilemma","neutral"
"I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like","sadness"
"scratchy scratchy throat. warm fluids needed","worry"
"fact is i am a bad cook","worry"
"@danipoynterjudd  its awful. Xxxx","hate"
"At work but punchy due to two early morning pager events.","worry"
"I saw the sun..... but then I blink and it was gone","worry"
"@laurenvdw ahh when i was there it was closed","worry"
"@Thecookieninja if mom gets paid...","neutral"
"My cankle is sore.","worry"
"About to take meds I take that percentage back... feeling worse","worry"
"@Rumpelwald : ne","sadness"
"@Jeanise  I was going to say lets go to lunch...","neutral"
"@DeezDimplez LOL! That sucks","neutral"
"@saynerd01 @ericajo42   GRR! my stupid meebo is disconnecting me every 5 seconds","sadness"
"Super pumped to do the &quotRelay for Life&quot tonite. I am walking in honor of my sweet Grandpa 06 and my Uncle Howard who past just yesterday","sadness"
"s throat is killing her... and shes whining","worry"
"editting crap on here in school is a drag. i give up lol ill do it at home. i wanna go home T-T my vida is so boring right now","worry"
"I miss the old... HA","sadness"
"@theHUBnyc there is no sale in Botega...","worry"
"thanks iPhone","surprise"
"Really wishes he had some spare cash to buy the new Punch Out for Wii","empty"
"wow we r watching the outsiders  smelly english.","surprise"
"Cant even tell you how much this hair dresser is pissssssing me off she has no clue wtf Im asking her to do..so Im expecting the worst","empty"
"ehhh.scratch laying out.no sun  going out to lunchhhhh.","neutral"
"the neighborhood gas station is gone","worry"
"@purpleshoe Ahh! normally I would jump at that but im manning the office solo today","worry"
"im freezing in math class!","sadness"
"turns 26 on june 22. no more a youth   shelton for my bday is going to snag me a piece of mancandy. miss u everyday","love"
"Last day Im LA. I am so so sad","worry"
"i really wanna play....","happiness"
"@AmbroseChick yeah they got qualifyin in.  This whole race is tape delayed","neutral"
"Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.","sadness"
"yeah one burrito did not taste like the other","neutral"
"I have a feeling today is going to be very boring ! Work @ 3  till 9:30","sadness"
"Going home  but when i get home ","worry"
"Going home  but when i get home ","love"
"Been working on my freakin computer trying to save stuff on a harddrive and it seems I failed miserably.","sadness"
"oh i hate friday evening.","hate"
"Kerry threw a ball at Anand it bounced off his head","sadness"
"taking care of sick children","sadness"
"getting my hair cut todayyyy! im nerrrvous","worry"
"@Stephaniemusic love u!! and love mr. player! come visit me  i miss u girls","neutral"
"@FunkeyGurlNo1 Im going to work.... bummer","worry"
"@kamarichelsea You gave me the inspiration for my last update.","relief"
"I have tummy ache.  Probably not helped by eating /that/ many tic tacs.","sadness"
"http://twitpic.com/66uor - went on a really long cycle ride with my mum","worry"
"@KayPriceless u wack put a swimsuit on and regular pants at least","neutral"
"Feels very ucky today... I need more DEFENSE Vitamin Water because I dont want to be sick no mores","worry"
"Oh noesss seniors last day  However","happiness"
"@markfriend I asked mum bout going out tommorow","happiness"
"Ugh I cant breathe right today","worry"
"thinking of you   why we can????t control our thoughts?","neutral"
"back to work","sadness"
"On my way to Ft. Knox   http://myloc.me/1Zyg","worry"
"@sparklej man i cant go on sunday cause im helping out all day at the piano recital. this sucks","surprise"
"wow the last hour of twittering that Ive been doing has yet to be sent over to twitter..  guys bare w me...","worry"
"Got my hair cut. Great.  stupid gum.","sadness"
"my computer at work is not working...booo... need a new one!  TGIF!","sadness"
"Is asking that everyone please join me in praying for my mom she just got home from the ER and has to go see a heart doctor","worry"
"@Ceadda say it isnt so!","surprise"
"@tinchystryder .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!","surprise"
"@MerewichDaBitch Ive been unlocked for decades now...just not lucky","worry"
"@XChadballX mmm nandos is good (y) and topshop rules i am actually devastated that i cant come to to london show &quotm8&quot bailed out","neutral"
"Regrettin some of the decisions I made","sadness"
"@courtney_mejer I couldnt remember what all the different cords meant. I lost half of them leaving the graduation anyway.","worry"
"thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch","surprise"
"Im in a pub garden","happiness"
"@webchickbot The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web. Example http://u.nu/7y68","neutral"
"@jessner12 you suck majorly  im swamped...so why am I on twitter...I dont know...but still  a golf tournament?","sadness"
"@BrentO She! Maybe that was our first mistake.  Not everyone is as cool as @sqlfool  (brown nose moment)","sadness"
"@jp1983 You burned yourself too??? So did @ericpratum! ohh no...  xoxo","worry"
"I hate my arrival in the employee parking lot!","neutral"
"@TiffanyMMiller Yes i work 6 to 3...","neutral"
"@marginatasnaily the wives aunts 40th","surprise"
"wants to buy really red* lipstick. But I wont wear it that often","neutral"
"No more Mtn. Dew in mini-fridge.","surprise"
"http://twitpic.com/66uq4 - hotttt weather! getting blackk before it starts to rain again","happiness"
"at work and it sucks big time","sadness"
"Saying goodbye to a good trusted friend today. Goodbye free Sky TV","sadness"
"@ work do not feel like bein in dis bitch today","neutral"
"@kate38381849 ouuhh dont cry  i feel so sad right now","worry"
"New baby doing well.  I will be attempting to do some more &quotpainting&quot this weekend.","happiness"
"Crappy Day...","sadness"
"@wilstobbart Im still at work","hate"
"At work again","love"
"@WeTheTRAVIS  I was meant to be seeing you lot tonight but tix ran out!!","worry"
"has the urge to go shopping.hmmm but ive got no money","sadness"
"Well on a normal day Id already be done with work...Unfortunately this is not a normal day. Which means Ill be in the office till late.","neutral"
"Well poop","sadness"
"@NikkiStixx @valentinamia omg you guys will know when Im getting nasty!!  My head hurts","hate"
"Back at the vet and it isnt good","worry"
"everyones abandoning the office... I still have 5 hours to go","worry"
"Waiting in a long line at chick-fil-a","hate"
"@heltershelter we are in line now waiting..if only he knew!!","worry"
"I need a blankie  this trains an icebox","hate"
"@pilarlovesyou  i love you. dont leave me!","sadness"
"Came home after getting ratty in a shop with the staff and a blister on the foot. Meh","hate"
"Shaw guys are over when I want to be sleeping","sadness"
"Well poop.  Looks like the office doesnt have the keys.  I dont have the keys.  Neighbors dont have the keys.   Bike rides from now on.","worry"
